Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1288858873344823300,私達が心から敬愛する李登輝元総統がご逝去されました。李元総統は台湾の人々とともに歴史的挑戦を幾度も乗り越えてきました。台湾に民主自由を残し、今後も私達を勇気づけてくれることでしょう。李元総統の遺志を継ぎ「台湾に生まれた幸福」を追求し続けます。,蔡英文 Tsai Ing-wen,iingwen,2020-07-30T15:27:55.000Z,Thu Jul 30 15:27:55 +0000 2020,138478,31498,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1288858749365391360,"This is a day of mourning for me &amp; all Taiwanese with the passing of our former President Lee Teng-hui. He laid the foundation for a democracy built on pride &amp; our own identity, &amp; his legacy will guide generations of Taiwanese to face the challenges ahead with courage.",蔡英文 Tsai Ing-wen,iingwen,2020-07-30T15:27:26.000Z,Thu Jul 30 15:27:26 +0000 2020,21006,4810,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1288660241890992128,"I sincerely appreciate the vote of confidence from the #US &amp; #Australia in their joint statement from #AUSMIN2020, voicing strong support for #Taiwan’s important role in the #IndoPacific &amp; our meaningful participation in international organizations. https://t.co/27V8nu6e27",蔡英文 Tsai Ing-wen,iingwen,2020-07-30T02:18:38.000Z,Thu Jul 30 02:18:38 +0000 2020,7538,1632,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://www.state.gov/joint-statement-on-australia-u-s-ministerial-consultations-ausmin-2020/#.XyIt6KndYAt.twitter ,5,0,,,,,
1288422813183827969,"We truly appreciate @jacindaardern speaking up for #Taiwan's participation in the @WHO. We cherish the common values we share with #NewZealanders, that is democracy, human rights, &amp; rule of law, principles that are important to who we are as Taiwanese.",蔡英文 Tsai Ing-wen,iingwen,2020-07-29T10:35:11.000Z,Wed Jul 29 10:35:11 +0000 2020,6929,1376,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,2,,,,,
1288362282494251008,"We're known for our ability to contain #COVID19, &amp; we're also proud of our creativity during the pandemic. In #Taiwan, face masks have become a daily necessity, &amp; even turned into a trendy accessory with a wide selection of colors &amp; patterns to protect personal health in style. https://t.co/5h6V96g9uz",蔡英文 Tsai Ing-wen,iingwen,2020-07-29T06:34:39.000Z,Wed Jul 29 06:34:39 +0000 2020,4193,703,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/EeEupg0UMAAFs5j.jpg,https://pbs.twimg.com/media/EeEupgyUcAEDQN6.jpg,https://pbs.twimg.com/media/EeEupgyUcAIV41-.jpg,https://pbs.twimg.com/media/EeEupg0U8AEyeak.jpg
1288040925801807875,"There's a long list of must-eats in #Taiwan, &amp; one of my all-time favorites is Taiwanese #BaWan. They come in different styles, steamed &amp; deep-fried, &amp; everyone has their own preference, but no one can deny that #Changhua's are the best, w/ parsley &amp; sweet chili sauce, of course. https://t.co/NpTghd0jgR",蔡英文 Tsai Ing-wen,iingwen,2020-07-28T09:17:42.000Z,Tue Jul 28 09:17:42 +0000 2020,7614,1125,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,3,0,video,https://video.twimg.com/ext_tw_video/1288040902611447808/pu/vid/474x270/ofv7VzJT2dLgSGci.mp4?tag=10,,,
1287681657432969217,"My visit to Alishan’s Veoveoana in #Chiayi was fascinating! Beautiful scenery, the indigenous Tsou tribe’s hospitality &amp; handicrafts, the pour over coffee using Taiwan's best high-mountain beans, &amp; the baby Formosan sika deer that I named ""Qdeer” all made it a wonderful trip! https://t.co/qsxtrNVy4r",蔡英文 Tsai Ing-wen,iingwen,2020-07-27T09:30:05.000Z,Mon Jul 27 09:30:05 +0000 2020,6580,865,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,video,https://video.twimg.com/ext_tw_video/1287681615527780352/pu/vid/540x360/AuO1DErBi_2XOifP.mp4?tag=10,,,
1286250563286392833,"Proud to highlight our role in containing #COVID19 at BIO Asia-Taiwan, Asia’s first int’l biomed conference of the post-pandemic era, Taiwan’s potential for biomed investment, &amp; recent breakthroughs that will make biotech our next trillion-dollar industry.https://t.co/1NP9Eh9dD4 https://t.co/5H58hEnCV9",蔡英文 Tsai Ing-wen,iingwen,2020-07-23T10:43:26.000Z,Thu Jul 23 10:43:26 +0000 2020,4463,725,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://bit.ly/2D43iPR ,1,0,photo,https://pbs.twimg.com/media/EdmuDwgU0AAm-Fi.jpg,https://pbs.twimg.com/media/EdmuDwfUcAEcTTz.jpg,https://pbs.twimg.com/media/EdmuDwgUEAAySRK.jpg,https://pbs.twimg.com/media/EdmuDwgU0AICJlW.jpg
1285905732827676672,"My heartfelt thanks to the #EU for their generous donation of 10,000 Lumpy Skin Disease vaccines to fight cattle disease in #Kinmen. Their timely assistance shows the true value of friendship, &amp; will help contain the disease &amp; protect #Taiwan’s livestock industry. https://t.co/xcFCsyRUws",蔡英文 Tsai Ing-wen,iingwen,2020-07-22T11:53:12.000Z,Wed Jul 22 11:53:12 +0000 2020,4476,633,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,3,0,photo,https://pbs.twimg.com/media/Edh0cItUYAAg1G4.jpg,https://pbs.twimg.com/media/Edh0cIuU4AAN5f2.jpg,https://pbs.twimg.com/media/Edh0cIvUMAUD4sL.jpg,https://pbs.twimg.com/media/Edh0cIzUEAEumdj.jpg
1285786525817466880,"These furry kids made my day! If you love animals like I do, I can assure you that adopting a cat or dog (or both) will be a wonderful addition to your family, as well as a source of joy &amp; companionship for many years to come. https://t.co/fraAqs4dHD",蔡英文 Tsai Ing-wen,iingwen,2020-07-22T03:59:31.000Z,Wed Jul 22 03:59:31 +0000 2020,9132,1473,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,photo,https://pbs.twimg.com/media/EdgIBVGUwAAExfb.jpg,https://pbs.twimg.com/media/EdgIBVHU8AYVyAR.jpg,https://pbs.twimg.com/media/EdgIBVFUcAA58cQ.jpg,https://pbs.twimg.com/media/EdgIBVGU8AAEQwS.jpg
1285556927708053505,"#Taiwan’s Triple Stimulus Voucher program is designed to keep the economic wheels turning &amp; boost consumption levels in the post #COVID19 era. This is working out well for merchants, as well as hungry consumers like me! See how it works here:  https://t.co/66e6qSGx3d https://t.co/q1YqJMQsUz",蔡英文 Tsai Ing-wen,iingwen,2020-07-21T12:47:10.000Z,Tue Jul 21 12:47:10 +0000 2020,3305,469,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://3000.gov.tw/EN/ ,2,0,photo,https://pbs.twimg.com/media/Edc3NFKVAAAgWzO.jpg,,,
1285513604972732417,"This is #Taiwan’s largest marine research vessel, the R/V New Ocean Researcher 1. It’s a testament to our domestic shipbuilding program &amp; shows our dedication to contributing to disaster relief &amp; ocean sustainability thru advanced marine research that benefits int’l society. https://t.co/xCG3SyQ1uF",蔡英文 Tsai Ing-wen,iingwen,2020-07-21T09:55:01.000Z,Tue Jul 21 09:55:01 +0000 2020,6479,940,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/EdcPzWfVcAAIgUW.jpg,https://pbs.twimg.com/media/EdcPzWdU8AAZINt.jpg,https://pbs.twimg.com/media/EdcPzWdUEAErkX6.jpg,https://pbs.twimg.com/media/EdcPzWeUwAA0DVA.jpg
1285119812914409472,"I presided over swearing-in ceremonies for our new overseas representatives, including experienced diplomats &amp; experts in international affairs. They'll be posted abroad on the front lines of #Taiwan diplomacy, and have my best wishes &amp; full support from all of us. https://t.co/PbwiWudIKg",蔡英文 Tsai Ing-wen,iingwen,2020-07-20T07:50:14.000Z,Mon Jul 20 07:50:14 +0000 2020,7416,1055,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/EdWppeaU0AEY0_p.jpg,https://pbs.twimg.com/media/EdWppeZVAAUH2Pw.jpg,https://pbs.twimg.com/media/EdWppeZU8AAiWB4.jpg,https://pbs.twimg.com/media/EdWppeaVAAA13ox.jpg
1284802818382028800,"I was proud to see the “Taiwan Forward: Presidential Office Building Projection Mapping Show"" win the 2020 @reddot Design Award. @gacc_tw &amp; artist Agi Chen magically turned a historical building into a “Time Machine” to reflect on the past &amp; look to a brighter future: https://t.co/PtsC4TaHas",蔡英文 Tsai Ing-wen,iingwen,2020-07-19T10:50:37.000Z,Sun Jul 19 10:50:37 +0000 2020,5950,1040,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,0,2,video,https://video.twimg.com/amplify_video/1283644858251395072/vid/808x360/SRdtDEt_WUnBVAAB.mp4?tag=13,,,
1284461407929372672,"Honoured to attend new Archbishop of Taipei Thomas An-Zu Chung’s inauguration following his appointment by @Pontifex. Catholics have long been committed to providing a variety of public services, &amp; their selfless contributions are an important force for good in #Taiwan. https://t.co/R5hkN3KJ5b",蔡英文 Tsai Ing-wen,iingwen,2020-07-18T12:13:58.000Z,Sat Jul 18 12:13:58 +0000 2020,4243,627,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,1,video,https://video.twimg.com/ext_tw_video/1284461358289793024/pu/vid/474x270/OniASFjqj-Qv1Six.mp4?tag=10,,,
1283712108316614656,"I was saddened to learn that Army Major Chien Jen-chuan &amp; Captain Kao Chia-lung lost their lives in a training accident, &amp; I would like to express my heartfelt condolences to their families. This is a great loss for our military, &amp; we all share in their grief.",蔡英文 Tsai Ing-wen,iingwen,2020-07-16T10:36:31.000Z,Thu Jul 16 10:36:31 +0000 2020,8232,1189,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1283620163959455744,"The #HanKuang36 exercise demonstrated to the world our robust defense capabilities &amp; strong determination to defend #Taiwan. The fighting spirit of our men &amp; women in uniform was on full display, with outstanding communication &amp; cooperation during joint operations. https://t.co/aTzpsregGT",蔡英文 Tsai Ing-wen,iingwen,2020-07-16T04:31:10.000Z,Thu Jul 16 04:31:10 +0000 2020,3788,732,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/EdBVusXU0AANcPz.jpg,,,
1283337656072458240,"At the #Hankuang36 exercise today, I was glad to see that our reserve forces now play an expanded role. Integrating reserves &amp; standing forces is one of the focal points of our current military reforms, strengthening our defensive capabilities &amp; enhancing national security. https://t.co/ZByOYvOndo",蔡英文 Tsai Ing-wen,iingwen,2020-07-15T09:48:35.000Z,Wed Jul 15 09:48:35 +0000 2020,5980,953,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/Ec9UyN0U0AAl6QH.jpg,https://pbs.twimg.com/media/Ec9UyN1UMAE3x2x.jpg,https://pbs.twimg.com/media/Ec9UyN0UwAAPzY6.jpg,https://pbs.twimg.com/media/Ec9UyN2U4AAJVSQ.jpg
1282998542852710400,"Happy to be back in my hometown #Pingtung &amp; even happier to see the 1st advanced pig farm of its kind in #Taiwan. Using a circular economy model, this facility provides sustainable economic development while meeting int'l standards to produce delicious Taiwanese pork🐖for export. https://t.co/3mViTDL5Q2",蔡英文 Tsai Ing-wen,iingwen,2020-07-14T11:21:04.000Z,Tue Jul 14 11:21:04 +0000 2020,4218,603,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,video,https://video.twimg.com/ext_tw_video/1282998475295088641/pu/pl/vX6aA4hKYvwrUC8r.m3u8?tag=10,,,
1282868400541151233,"True military capabilities depend on jointness. I’m proud that our army, navy, &amp; air force are conducting joint operations at this year’s #Hankuang36 exercise, showcasing the power of coordinating all tactical factors to achieve common strategic goals.

🎥:@mna_roc https://t.co/Y4NZtO16WH",蔡英文 Tsai Ing-wen,iingwen,2020-07-14T02:43:55.000Z,Tue Jul 14 02:43:55 +0000 2020,9286,1827,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,1,1,video,https://video.twimg.com/ext_tw_video/1282868080482283520/pu/vid/640x360/ErBLe-xkW2xCppyF.mp4?tag=10,,,
1282576103563882496,"#Taiwan’s #HanKuang36 exercise begins this week. Our military men &amp; women are working every day to enhance our military capabilities, defend national security, safeguard regional stability, &amp; protect our freedoms &amp; democracy. https://t.co/hOFTjVWcHu",蔡英文 Tsai Ing-wen,iingwen,2020-07-13T07:22:26.000Z,Mon Jul 13 07:22:26 +0000 2020,9662,1916,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/MoNDefense/status/1282139650929209345 ,2,0,,,,,
1281559572746928130,"I visited the National Airborne Service Corps to thank them for their selfless &amp; heroic efforts. When a natural disaster or accident strikes, they immediately mobilize to provide disaster relief &amp; rescue services, putting themselves at risk to save lives &amp; help keep #Taiwan safe. https://t.co/ADFNO0ZrUk",蔡英文 Tsai Ing-wen,iingwen,2020-07-10T12:03:07.000Z,Fri Jul 10 12:03:07 +0000 2020,6302,824,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,video,https://video.twimg.com/ext_tw_video/1281559557081190401/pu/pl/senJ-pYP-cKlre42.m3u8?tag=10,,,
1281207344626425857,"Have you ever tried stinky tofu—one of #Taiwan’s most iconic taste treats? My visit to Shengkeng Old Street (深坑老街) gave me a chance to savor this local favorite, enjoy the traditional architecture, &amp; help revitalize Taiwan’s economy. Share your #StinkyTofu experience with me! https://t.co/qQMd0ajd4T",蔡英文 Tsai Ing-wen,iingwen,2020-07-09T12:43:29.000Z,Thu Jul 09 12:43:29 +0000 2020,13586,2152,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,2,0,video,https://video.twimg.com/amplify_video/1279610168301375488/vid/1280x720/wDvUNSlgkxVq4NQW.mp4?tag=13,,,
1280808139479113728,"As a former trade negotiator, I really appreciate #TAITRA's initiatives to promote #MadeInTaiwan brands in global markets, while giving us a strong presence through over 60 Taiwan Trade Centers worldwide &amp; fostering a culture of innovation among local firms. https://t.co/fxYXBIbmAb",蔡英文 Tsai Ing-wen,iingwen,2020-07-08T10:17:11.000Z,Wed Jul 08 10:17:11 +0000 2020,4882,719,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/EcZYMs9VAAAKwnY.jpg,https://pbs.twimg.com/media/EcZYMs7UwAAedkf.jpg,https://pbs.twimg.com/media/EcZYMs9VcAAzgEm.jpg,https://pbs.twimg.com/media/EcZYMs8U0AEWvLn.jpg
1280487112861560833,Great to see Canadian Trade Office Director @Jordan_J_Reeves &amp; express my gratitude for #Canada’s support for #Taiwan's international participation &amp; his efforts to promote exchanges as we work together to forge closer bilateral relations &amp; protect democratic values. https://t.co/ZDiTK9qE3z,蔡英文 Tsai Ing-wen,iingwen,2020-07-07T13:01:32.000Z,Tue Jul 07 13:01:32 +0000 2020,6567,1037,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,1,photo,https://pbs.twimg.com/media/EcU0PBtUMAAviyr.jpg,https://pbs.twimg.com/media/EcU0PBtUYAMGOnp.jpg,https://pbs.twimg.com/media/EcU0PBqUwAEiMmo.jpg,https://pbs.twimg.com/media/EcU0PBsU8AAU5S0.jpg
1280436239838019585,"Thank you @DrGiammattei for your heartfelt message. #Taiwan is always willing to share our experience &amp; resources with #Guatemala to fight #COVID19, &amp; we hope our donation will strengthen your epidemic prevention capabilities &amp; protect the health of your people. https://t.co/VwFbk7pUMH",蔡英文 Tsai Ing-wen,iingwen,2020-07-07T09:39:23.000Z,Tue Jul 07 09:39:23 +0000 2020,2324,333,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/DrGiammattei/status/1280252590152994816 ,3,1,,,,,
1280417538489192448,"I sincerely appreciate your expression of gratitude @MaritoAbdo. #Paraguay &amp; #Taiwan both face challenges from natural disasters, and as true friends, we're happy to work with you &amp; your administration to help provide much-needed housing for flood victims in Mariano Roque Alonso. https://t.co/VsgmZnGiwl",蔡英文 Tsai Ing-wen,iingwen,2020-07-07T08:25:04.000Z,Tue Jul 07 08:25:04 +0000 2020,2484,353,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/MaritoAbdo/status/1280199367077568513 ,2,1,,,,,
1280292931815919616,"I expressed my sincere condolences to the families &amp; comrades of the two marines who sacrificed their lives in the line of duty last week. We mourn their loss, &amp; stand in solidarity with all of our military women &amp; men, dedicated to carrying out our mission to defend #Taiwan. https://t.co/almFiZIpsv",蔡英文 Tsai Ing-wen,iingwen,2020-07-07T00:09:56.000Z,Tue Jul 07 00:09:56 +0000 2020,12406,2010,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/EcSDoHgUEAAXeJR.jpg,https://pbs.twimg.com/media/EcSDoHgUMAA2MrF.jpg,https://pbs.twimg.com/media/EcSDoHhU8AAVsJ_.jpg,https://pbs.twimg.com/media/EcSDoHiUEAAhvSb.jpg
1279715647694319616,極端氣候對生命造成的傷害不分地區。連日嚴重豪雨不僅對中國長江流域帶來災害，也在日本九州地區造成傷亡。我們希望天候能回復正常，為逝者祈福的同時，也盼希望受損的家園能早日重建，傷者盡速復原。,蔡英文 Tsai Ing-wen,iingwen,2020-07-05T09:56:01.000Z,Sun Jul 05 09:56:01 +0000 2020,20918,3808,zh,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Reply,,0,0,,,,,
1279715645928558597,連日の豪雨で日本の九州が深刻な水害に見舞われています。熊本県の老人ホーム「千寿園」の浸水で複数の死者が出たと知り、残念でなりません。犠牲者のご冥福をお祈りするとともに、被災地が一日も早く日常を取り戻せるよう、心より願っています。,蔡英文 Tsai Ing-wen,iingwen,2020-07-05T09:56:00.000Z,Sun Jul 05 09:56:00 +0000 2020,108843,26808,ja,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,0,,,,,
1278999975888748548,Delighted to attend the Taipei 3C Products and Appliances Expo &amp; see the latest products from leading brands. Also happy to see so many consumers out looking for bargains as #Taiwan embraces a new lifestyle that protects personal safety while maintaining economic momentum. https://t.co/Pnlu1OIiHO,蔡英文 Tsai Ing-wen,iingwen,2020-07-03T10:32:11.000Z,Fri Jul 03 10:32:11 +0000 2020,5096,727,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/Eb_rsMTUcAIqdJc.jpg,https://pbs.twimg.com/media/Eb_rsMeVcAAnDLn.jpg,https://pbs.twimg.com/media/Eb_rsMeUEAASqoe.jpg,https://pbs.twimg.com/media/Eb_rsMeU0AYRy1g.jpg
1278624115646070784,"I firmly believe that everyone has the right to freedom from fear &amp; protection from oppression by their own government. Prof. Chen Wen-chen’s death was a tragedy that we can never forget, &amp; a miscarriage of justice that we will never allow to happen again. #TransitionalJustice https://t.co/CQXn77oZ9l",蔡英文 Tsai Ing-wen,iingwen,2020-07-02T09:38:39.000Z,Thu Jul 02 09:38:39 +0000 2020,7826,1742,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/Eb6V2QJVcAAlX7b.jpg,,,
1278267076411453440,"It was a great pleasure to meet Somaliland Foreign Minister @HagiMohamoud earlier this year. #Taiwan &amp; #Somaliland are building bilateral ties based on shared values, &amp; we look forward to opening representative offices in both countries to expand mutually beneficial cooperation. https://t.co/39bSmRh3Wb https://t.co/UZC1ulIp7P",蔡英文 Tsai Ing-wen,iingwen,2020-07-01T09:59:54.000Z,Wed Jul 01 09:59:54 +0000 2020,4882,976,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/somalilandmfa/status/1278246560682426368 ,2,1,photo,https://pbs.twimg.com/media/Eb1RH3aU4AAI6y2.jpg,,,
1278235104247087104,"Proud to be on hand to see the official launch of #Taiwan’s 5G Era. This is a critical milestone for our semiconductor &amp; IT capabilities, &amp; we’ll be investing in a strong 5G industrial ecosystem &amp; easing regulations over the next 4 years to benefit both industry &amp; consumers. https://t.co/wGrCshWZZZ",蔡英文 Tsai Ing-wen,iingwen,2020-07-01T07:52:51.000Z,Wed Jul 01 07:52:51 +0000 2020,6620,1094,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/Eb00C85UMAE4VhD.jpg,,,
1277889561440337923,"China's disregard for the will of Hong Kong’s people proves that  “one country, two systems” is not viable. Many things have changed in #HongKong since 1997, but #Taiwan’s commitment to supporting those #HKers who want freedom &amp; democracy has never changed. #StandWithHongKong https://t.co/1eZBJ46g4e",蔡英文 Tsai Ing-wen,iingwen,2020-06-30T08:59:48.000Z,Tue Jun 30 08:59:48 +0000 2020,33954,12146,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,4,0,photo,https://pbs.twimg.com/media/Ebv5xXiU4AA4Rv-.jpg,https://pbs.twimg.com/media/Ebv5xXjUwAAj0Ae.jpg,,
1277565708423974912,"I issued commemorative awards today to honour our military reserve for their critical role in ramping up mask production to fight #COVID19. Working round-the-clock shifts, their efforts helped protect people at home &amp; abroad, showing the world that #TaiwanIsHelping. https://t.co/hJ5lk4m8oR",蔡英文 Tsai Ing-wen,iingwen,2020-06-29T11:32:55.000Z,Mon Jun 29 11:32:55 +0000 2020,6762,1130,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,photo,https://pbs.twimg.com/media/EbrTO7gVAAA54qc.jpg,https://pbs.twimg.com/media/EbrTO7eVcAQjpgk.jpg,https://pbs.twimg.com/media/EbrTO7hU8AEzQGE.jpg,https://pbs.twimg.com/media/EbrTO7fUMAMZYhj.jpg
1276399291175600130,"I want to invite everyone to the reopened “Power To The People” exhibition at the Presidential Office Open House tomorrow. Get an inside look at this architectural gem, with lots of new &amp; entertaining exhibits for a fun-filled &amp; educational #Taiwan experience. Click for preview:",蔡英文 Tsai Ing-wen,iingwen,2020-06-26T06:18:00.000Z,Fri Jun 26 06:18:00 +0000 2020,6384,1092,en,"<a href=""https://ads-api.twitter.com"" rel=""nofollow"">Twitter for Advertisers (legacy)</a>",Tweet,,1,0,,,,,
1275980454559019009,Wishing our friends around the world a Happy #DragonBoatFestival! https://t.co/UDGCx5ECPl,蔡英文 Tsai Ing-wen,iingwen,2020-06-25T02:33:41.000Z,Thu Jun 25 02:33:41 +0000 2020,13175,1931,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,photo,https://pbs.twimg.com/media/EbUxdIUU4AI-pDq.jpg,,,
1275782729997512704,"Welcome to the Presidential Office! Our exhibition, ""Power To The People,” is now reopened to the public. Experience the beauty and cultural diversity of #Taiwan, including an architectural history tracing the transition to today’s vibrant democracy. https://t.co/gCQa5YuPPx",蔡英文 Tsai Ing-wen,iingwen,2020-06-24T13:28:00.000Z,Wed Jun 24 13:28:00 +0000 2020,4977,804,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,video,https://video.twimg.com/ext_tw_video/1275782667221397504/pu/vid/406x270/JrPWzRyY-LqxWW8o.mp4?tag=10,,,
1275714378789257217,"It was a historic moment when our domestically produced advanced jet trainer took to the air this week. Moments like this inspire confidence in #Taiwan’s Air Force &amp; our indigenous defense industries, and drive us to keep moving forward &amp; make continuous progress.

📽@mna_roc https://t.co/j3jl7CzKmT",蔡英文 Tsai Ing-wen,iingwen,2020-06-24T08:56:24.000Z,Wed Jun 24 08:56:24 +0000 2020,5125,857,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,,1,1,video,https://video.twimg.com/amplify_video/1275705442052775938/vid/640x360/IFK9eH1yWEemwppz.mp4?tag=13,,,
1275377604187402240,"Proud to host #Taiwan’s outstanding military academy graduates at the Presidential Office. Given our rapidly changing world and increased PLA activities, I encouraged them to remain vigilant &amp; confident as they protect our national territory &amp; defend our sovereignty &amp; democracy. https://t.co/vdCJ988bAP",蔡英文 Tsai Ing-wen,iingwen,2020-06-23T10:38:10.000Z,Tue Jun 23 10:38:10 +0000 2020,7415,1178,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,0,video,https://video.twimg.com/ext_tw_video/1275377575368388611/pu/pl/OqRdnyU8dW93kw-7.m3u8?tag=10,,,
1275031617615155209,"Today was an important milestone for both #Taiwan’s aerospace industry &amp; our indigenous aircraft program, as our new domestically built combat-capable advanced jet trainer “Brave Eagle"" (#勇鷹）successfully completed its inaugural flight. We made it! https://t.co/wN9bL6QxZV",蔡英文 Tsai Ing-wen,iingwen,2020-06-22T11:43:21.000Z,Mon Jun 22 11:43:21 +0000 2020,7657,1335,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,2,0,video,https://video.twimg.com/ext_tw_video/1275031599566868480/pu/vid/404x270/-8cWP7GG5ESRnKcL.mp4?tag=10,,,
1274922743582978048,"There was a spectacular show above #Taiwan yesterday, with our F-16s flying against the backdrop of a solar eclipse. That kind of eclipse is rare, but our Air Force is monitoring our airspace 24/7/365, &amp; I’m grateful for their dedication to protecting the nation.  

📷:@mna_roc https://t.co/hASSe1nOja",蔡英文 Tsai Ing-wen,iingwen,2020-06-22T04:30:43.000Z,Mon Jun 22 04:30:43 +0000 2020,8287,1526,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,1,photo,https://pbs.twimg.com/media/EbFvc6yVAAIjiL2.jpg,https://pbs.twimg.com/media/EbFvc9lUMAUk0_E.jpg,https://pbs.twimg.com/media/EbFvc9mVcAMTe2z.jpg,https://pbs.twimg.com/media/EbFvc9mU4AAmShd.jpg
